SeriesInstanceUID,dcm_file_count
1.2.826.0.1.3680043.8.498.42247894655972896799779171321826047096,1
1.2.826.0.1.3680043.8.498.42283717699474835368300358810420653353,406
1.2.826.0.1.3680043.8.498.42286765769062368065145068466295878202,256
1.2.826.0.1.3680043.8.498.42322915482347738989503451173699452484,24
1.2.826.0.1.3680043.8.498.42366948334975913741905203888898471134,165
1.2.826.0.1.3680043.8.498.42400922494180650829899150687304312118,250
1.2.826.0.1.3680043.8.498.42453201259778992562451235744985069751,895
1.2.826.0.1.3680043.8.498.42454683313962669129248153376638863722,297
1.2.826.0.1.3680043.8.498.42473015325093379520539575562610219208,79
1.2.826.0.1.3680043.8.498.42478935018995479096751909852822697451,289
1.2.826.0.1.3680043.8.498.42507125749335239206208382202705373443,32
1.2.826.0.1.3680043.8.498.42518659426210022095812860424424979574,212
1.2.826.0.1.3680043.8.498.42582217933384139535047549297209685022,205
1.2.826.0.1.3680043.8.498.42600131460730947078303064826043174566,241
1.2.826.0.1.3680043.8.498.42620957821686976382965766090638903872,653
1.2.826.0.1.3680043.8.498.42672154202952548010999212369080894652,184
1.2.826.0.1.3680043.8.498.42684225889151412572900157020640134612,143
1.2.826.0.1.3680043.8.498.42723892308175034886305694300758515550,513
1.2.826.0.1.3680043.8.498.42750975668602451689765715363378919309,172
1.2.826.0.1.3680043.8.498.42761711172547175180367207934640355283,316
1.2.826.0.1.3680043.8.498.42767475039183874249428504080533522697,140
1.2.826.0.1.3680043.8.498.42788005535275867880418597673145680964,112
1.2.826.0.1.3680043.8.498.42865300038735137398775080420760531968,297
1.2.826.0.1.3680043.8.498.42875624927946673560260399509773674809,68
1.2.826.0.1.3680043.8.498.42878157867740816219745418769790963386,256
1.2.826.0.1.3680043.8.498.42894198144563275431526493302486636360,192
1.2.826.0.1.3680043.8.498.42914518105599695138324775628454371127,910
1.2.826.0.1.3680043.8.498.42932673080776162082124051109424586452,845
1.2.826.0.1.3680043.8.498.42933230680553480084056393591634621848,240
1.2.826.0.1.3680043.8.498.42986083907329271828625264464371205932,786
1.2.826.0.1.3680043.8.498.43003660284921106612583090961643191292,647
1.2.826.0.1.3680043.8.498.43020226250723259313976078716898149912,702
1.2.826.0.1.3680043.8.498.43091262538954655483531031852925657769,632
1.2.826.0.1.3680043.8.498.43135147810774478454368980181929210719,114
1.2.826.0.1.3680043.8.498.43145028612929773885808261646813922930,110
1.2.826.0.1.3680043.8.498.43147198953439664211208725810044788145,341
1.2.826.0.1.3680043.8.498.43151672661583424229274822229855880536,161
1.2.826.0.1.3680043.8.498.43178115843280512955531377187588659689,1
1.2.826.0.1.3680043.8.498.43202831810810125354304401263918674378,28
1.2.826.0.1.3680043.8.498.43298038746227602473599915519252750294,560
1.2.826.0.1.3680043.8.498.43305110125264834182406614669408486838,193
1.2.826.0.1.3680043.8.498.43323923467022172945623957668891336345,168
1.2.826.0.1.3680043.8.498.43326797709545961396737916846981887615,205
1.2.826.0.1.3680043.8.498.43352113925062017051133951411907173107,191
1.2.826.0.1.3680043.8.498.43360899969758363364359995403267115607,96
1.2.826.0.1.3680043.8.498.43368901649738510387280458806944013459,454
1.2.826.0.1.3680043.8.498.43387242678083000193147531557320910795,312
1.2.826.0.1.3680043.8.498.43394674532162521420154237064997050270,241
1.2.826.0.1.3680043.8.498.43433388322298844558296074866562290646,357
1.2.826.0.1.3680043.8.498.43434831844369795137865783542262939636,208
1.2.826.0.1.3680043.8.498.43437991994638527107583667193531955426,240
1.2.826.0.1.3680043.8.498.43495968397556043698567120038117641587,244
1.2.826.0.1.3680043.8.498.43502795339700498960289295234851562632,130
1.2.826.0.1.3680043.8.498.43536331102142701793144520859521601945,123
1.2.826.0.1.3680043.8.498.43541411264508462473952201820947247219,200
1.2.826.0.1.3680043.8.498.43545544736073834486062910078672042653,272
1.2.826.0.1.3680043.8.498.43611899159294253696972165236704608562,156
1.2.826.0.1.3680043.8.498.43666101595021509233819772876051735387,532
1.2.826.0.1.3680043.8.498.43668951483751128693751511357612846073,720
1.2.826.0.1.3680043.8.498.43706066684209784331789509986376000950,19
1.2.826.0.1.3680043.8.498.43707216921864222190587739207777443433,25
1.2.826.0.1.3680043.8.498.43753402768998214705080821417916286686,188
1.2.826.0.1.3680043.8.498.43839426727419217459915823575012741937,289
1.2.826.0.1.3680043.8.498.43856188231631581457522315038412807582,95
1.2.826.0.1.3680043.8.498.43871849529142153251500358014106573699,36
1.2.826.0.1.3680043.8.498.43877963245098115417689209172582108068,108
1.2.826.0.1.3680043.8.498.43899977554512271479961272894113021526,319
1.2.826.0.1.3680043.8.498.43904644226033040820903702585969912893,1
1.2.826.0.1.3680043.8.498.43915378015366174914568784453408985249,281
1.2.826.0.1.3680043.8.498.43928356734727833323431822082147078233,152
1.2.826.0.1.3680043.8.498.44002135066368305909834635759388782294,152
1.2.826.0.1.3680043.8.498.44027383414888098783380570230457189691,42
1.2.826.0.1.3680043.8.498.44034707316386212870174927591504727999,36
1.2.826.0.1.3680043.8.498.44047111564501853641266431169186000569,589
1.2.826.0.1.3680043.8.498.44060636345423584587807266700408806672,162
1.2.826.0.1.3680043.8.498.44090621709574668750767341113188097160,32
1.2.826.0.1.3680043.8.498.44114368799243556861821948549151753013,334
1.2.826.0.1.3680043.8.498.44129497114331919866486952833439333858,40
1.2.826.0.1.3680043.8.498.44143341052668947842806509831713353107,32
1.2.826.0.1.3680043.8.498.44214833476813903321797093600975553503,30
1.2.826.0.1.3680043.8.498.44224184595633890520904191691333325465,229
1.2.826.0.1.3680043.8.498.44307226922118927848453494136198068182,408
1.2.826.0.1.3680043.8.498.44342648322577340441651380684542219719,37
1.2.826.0.1.3680043.8.498.44402291998070160081349204427198719034,184
1.2.826.0.1.3680043.8.498.44491806579231269531488253135481616690,511
1.2.826.0.1.3680043.8.498.44515027997537379443307038387948370265,101
1.2.826.0.1.3680043.8.498.44516616097409239703558152900337092352,24
1.2.826.0.1.3680043.8.498.44526225520606372879032017355048988401,31
1.2.826.0.1.3680043.8.498.44549497440423264593272188259201743021,47
1.2.826.0.1.3680043.8.498.44551833447436939965730203783722571866,186
1.2.826.0.1.3680043.8.498.44575332264944490401688643619255539248,108
1.2.826.0.1.3680043.8.498.44657559528126157008586383251506716967,23
1.2.826.0.1.3680043.8.498.44680619990168529577750431324602737586,40
1.2.826.0.1.3680043.8.498.44718535316848913538061649881357172961,633
1.2.826.0.1.3680043.8.498.44759787826643682749003517202115793631,375
1.2.826.0.1.3680043.8.498.44881087971270826334726263739924104009,26
1.2.826.0.1.3680043.8.498.44887880190667835203466990056141835082,714
1.2.826.0.1.3680043.8.498.44894814904155181372387497163067363011,324
1.2.826.0.1.3680043.8.498.44954764925987707582157127676929126677,301
1.2.826.0.1.3680043.8.498.44955240220590456528677037060420454501,32
1.2.826.0.1.3680043.8.498.45010915873812058363096901011046758862,803
1.2.826.0.1.3680043.8.498.45013248272528649386172714116694979931,30
1.2.826.0.1.3680043.8.498.45045567780165103941815404982374200443,156
1.2.826.0.1.3680043.8.498.45048709254393383828918930341523029669,21
1.2.826.0.1.3680043.8.498.45082441209978935140137124437366534742,166
1.2.826.0.1.3680043.8.498.45090711146814048529821030608055492897,1
1.2.826.0.1.3680043.8.498.45092499407161581614264320116943520279,160
1.2.826.0.1.3680043.8.498.45175969040013822064312170213764175632,204
1.2.826.0.1.3680043.8.498.45231488416080581831586403725612396046,24
1.2.826.0.1.3680043.8.498.45274348753893515110759637950992425503,289
1.2.826.0.1.3680043.8.498.45335431630622026373666232101773700411,563
1.2.826.0.1.3680043.8.498.45390608369905924983204934280870299276,25
1.2.826.0.1.3680043.8.498.45417742404783078320768646659968034054,89
1.2.826.0.1.3680043.8.498.45424805947272697393885330708447229632,1
1.2.826.0.1.3680043.8.498.45425062975952645100836487257838113141,202
1.2.826.0.1.3680043.8.498.45429888837721869155994489878517717601,188
1.2.826.0.1.3680043.8.498.45438004253652410559628775630859253847,240
1.2.826.0.1.3680043.8.498.45562092287769066876053489665417137389,242
1.2.826.0.1.3680043.8.498.45584644515873094011628440361277562529,831
1.2.826.0.1.3680043.8.498.45596261764667425369998628028115810064,112
1.2.826.0.1.3680043.8.498.45626258299106569658885601860214411568,192
1.2.826.0.1.3680043.8.498.45633787498747457338905549880477570555,217
1.2.826.0.1.3680043.8.498.45725281041259921615943429413698222926,228
1.2.826.0.1.3680043.8.498.45749205400383498364217823958216069844,29
1.2.826.0.1.3680043.8.498.45789072046383277170393600308966109036,46
1.2.826.0.1.3680043.8.498.45790370778223120668405777211729269765,45
1.2.826.0.1.3680043.8.498.45791266965545555598496374540701281451,205
1.2.826.0.1.3680043.8.498.45808279458234824161529363324628452998,16
1.2.826.0.1.3680043.8.498.45837832166169483827461218048825117162,93
1.2.826.0.1.3680043.8.498.45858646414604206976699994817030121801,45
1.2.826.0.1.3680043.8.498.45880632969904806614854806328044716468,1
1.2.826.0.1.3680043.8.498.45919778369854486170174422422554573131,831
1.2.826.0.1.3680043.8.498.45960711211720338295746384125111570558,464
1.2.826.0.1.3680043.8.498.45972408024726207869103007844708848377,196
1.2.826.0.1.3680043.8.498.45997158080140437426762077704686742314,106
1.2.826.0.1.3680043.8.498.46002592005400084737986756291411899971,537
1.2.826.0.1.3680043.8.498.46019842822001510113829525162960413136,421
1.2.826.0.1.3680043.8.498.46066485190118402291151638323539265975,350
1.2.826.0.1.3680043.8.498.46069392403580078230058005892822507733,175
1.2.826.0.1.3680043.8.498.46128607694101278765043727871881838015,672
1.2.826.0.1.3680043.8.498.46183977217172321492490042401326563260,84
1.2.826.0.1.3680043.8.498.46220103272693308023432315673825922654,368
1.2.826.0.1.3680043.8.498.46243061759276657725858453251302198588,175
1.2.826.0.1.3680043.8.498.46258470630691096509479948523824866971,24
1.2.826.0.1.3680043.8.498.46291251820907849873202645861588937407,37
1.2.826.0.1.3680043.8.498.46310330137045631742117287057102724959,824
1.2.826.0.1.3680043.8.498.46323212394021990293051146253964627947,19
1.2.826.0.1.3680043.8.498.46334176496673971921837380176141924471,570
1.2.826.0.1.3680043.8.498.46348473169228085587265133217370375475,634
1.2.826.0.1.3680043.8.498.46374030552753895555100864815729418945,232
1.2.826.0.1.3680043.8.498.46462519342058199786903141190024113863,47
1.2.826.0.1.3680043.8.498.46474033453740107127919861699651722158,240
1.2.826.0.1.3680043.8.498.46503972130241159811612291463922709163,393
1.2.826.0.1.3680043.8.498.46532404637743026850058394297074115571,171
1.2.826.0.1.3680043.8.498.46538678358294253983538640149161986964,1
1.2.826.0.1.3680043.8.498.46582313887993472062747663336325507811,261
1.2.826.0.1.3680043.8.498.46680634928316869542648316604395409958,172
1.2.826.0.1.3680043.8.498.46680650131525802236078113139691260189,27
1.2.826.0.1.3680043.8.498.46724785602222257486077531035101945263,221
1.2.826.0.1.3680043.8.498.46728832892568746429905258022271034912,583
1.2.826.0.1.3680043.8.498.46740763084710052307735107847546125011,42
1.2.826.0.1.3680043.8.498.46744819661701610682023721559679413135,23
1.2.826.0.1.3680043.8.498.46816863046401626630171510930377063530,55
1.2.826.0.1.3680043.8.498.46822812430410322726611601181306798493,846
1.2.826.0.1.3680043.8.498.46868700429201934546404803919927713263,791
1.2.826.0.1.3680043.8.498.46927875334302366065056003189060788417,67
1.2.826.0.1.3680043.8.498.46966589174485663195985337448516793165,120
1.2.826.0.1.3680043.8.498.46984117602305895666030378262117365938,234
1.2.826.0.1.3680043.8.498.46989411517160437881185602824099566545,205
1.2.826.0.1.3680043.8.498.47012783569321917313921044269091162671,202
1.2.826.0.1.3680043.8.498.47054589422922919465581480109547059737,75
1.2.826.0.1.3680043.8.498.47074043192145765023710885621978785604,188
1.2.826.0.1.3680043.8.498.47114793919042093462552063864680267448,456
1.2.826.0.1.3680043.8.498.47140883945372254726436896232489508705,47
1.2.826.0.1.3680043.8.498.47146811468724967362223768267208526279,284
1.2.826.0.1.3680043.8.498.47153041640319006766373444467652192875,184
1.2.826.0.1.3680043.8.498.47179992217619016008614968004097429266,240
1.2.826.0.1.3680043.8.498.47181591723084229681969064571904284812,145
1.2.826.0.1.3680043.8.498.47196185232058799670107847009794698662,895
1.2.826.0.1.3680043.8.498.47198997109856483529015070075855120913,1
1.2.826.0.1.3680043.8.498.47224954818258018398557128567835568484,899
1.2.826.0.1.3680043.8.498.47238623503085449017609486408229064855,250
1.2.826.0.1.3680043.8.498.47244723484461083856823665440355376411,297
1.2.826.0.1.3680043.8.498.47251158258047487653374682196033236534,199
1.2.826.0.1.3680043.8.498.47257900770261554618842477509916466232,256
1.2.826.0.1.3680043.8.498.47279464620805180399487558847411237353,196
1.2.826.0.1.3680043.8.498.47288379557425623856098700993763066241,164
1.2.826.0.1.3680043.8.498.47294829733126714961594724188179076133,43
1.2.826.0.1.3680043.8.498.47300538794766217228427601924312605309,264
1.2.826.0.1.3680043.8.498.47306904228685189269836534687113267124,68
1.2.826.0.1.3680043.8.498.47332766687223946433217658033863998534,150
1.2.826.0.1.3680043.8.498.47394260290113459818825342925680613607,32
1.2.826.0.1.3680043.8.498.47455633919142298056886491570077496519,42
1.2.826.0.1.3680043.8.498.47476539179707938200543861585980929290,164
1.2.826.0.1.3680043.8.498.47497128199418466584032872548075335647,68
1.2.826.0.1.3680043.8.498.47512051931225253002589013649970043359,1
1.2.826.0.1.3680043.8.498.47541702521387327729222373593114952225,142
1.2.826.0.1.3680043.8.498.47569672645100296488548793536071146356,140
1.2.826.0.1.3680043.8.498.47574063945693666728362069903759627047,24
1.2.826.0.1.3680043.8.498.47601192580696592421687877311111274803,170
1.2.826.0.1.3680043.8.498.47601578220507901131711661617976908648,27
1.2.826.0.1.3680043.8.498.47606976281839881487404342975617132171,317
1.2.826.0.1.3680043.8.498.47622062519393262272120105951011625928,465
1.2.826.0.1.3680043.8.498.47632990208138063511570308656748289323,1
1.2.826.0.1.3680043.8.498.47726466731131309241242916810401981643,192
1.2.826.0.1.3680043.8.498.47734989042071118083126306267753569534,856
1.2.826.0.1.3680043.8.498.47740387446151703907514357355806604164,633
1.2.826.0.1.3680043.8.498.47802313478131783077762931281303667601,204
1.2.826.0.1.3680043.8.498.47833723524062258253076693085139509243,269
1.2.826.0.1.3680043.8.498.47868985883570704165233025127368447952,26
1.2.826.0.1.3680043.8.498.47875740133657439244217540524373420800,30
1.2.826.0.1.3680043.8.498.47887093599897399482447594752785316358,96
1.2.826.0.1.3680043.8.498.47947992314768080077926973853227607022,70
1.2.826.0.1.3680043.8.498.47979368380750710620007217017180304754,205
1.2.826.0.1.3680043.8.498.47983086422774139045863505277213298449,593
1.2.826.0.1.3680043.8.498.48036272555773094172391216663498196444,137
1.2.826.0.1.3680043.8.498.48062207595556588361135453911773798345,35
1.2.826.0.1.3680043.8.498.48066078455959281863176257650683854344,700
1.2.826.0.1.3680043.8.498.48088310241816783968186282587545409063,26
1.2.826.0.1.3680043.8.498.48091062148226894549482895665393848713,344
1.2.826.0.1.3680043.8.498.48131866374867671121851712076545426103,281
1.2.826.0.1.3680043.8.498.48132462584808537326146487403725697175,289
1.2.826.0.1.3680043.8.498.48180162198460881523657982941057923837,934
1.2.826.0.1.3680043.8.498.48185548744402384298395258665138837774,811
1.2.826.0.1.3680043.8.498.48195724770697798346829783516580852767,40
1.2.826.0.1.3680043.8.498.48263410490129671185121390910951137298,26
1.2.826.0.1.3680043.8.498.48291670337648935106083128231952644729,190
1.2.826.0.1.3680043.8.498.48325879886713023870722859186653246991,193
1.2.826.0.1.3680043.8.498.48374968499293180145214409124230654041,671
1.2.826.0.1.3680043.8.498.48430401222571498800102152286929320010,222
1.2.826.0.1.3680043.8.498.48466411650475064962758770189034237696,64
1.2.826.0.1.3680043.8.498.48475183315704747033377720148723313443,265
1.2.826.0.1.3680043.8.498.48484798172305558689685799693587313700,261
1.2.826.0.1.3680043.8.498.48585939120955813102445442813586997031,510
1.2.826.0.1.3680043.8.498.48698932113663302607271978269240758062,371
1.2.826.0.1.3680043.8.498.48705953776126139677248083739556192779,247
1.2.826.0.1.3680043.8.498.48843970777970942228392243355880323618,256
1.2.826.0.1.3680043.8.498.48882190428595873068034025679097758141,60
1.2.826.0.1.3680043.8.498.48950393837992602539743929129044967055,32
1.2.826.0.1.3680043.8.498.48981020466758941776005695439894281034,27
1.2.826.0.1.3680043.8.498.48981880910751265961093550311278442411,77
1.2.826.0.1.3680043.8.498.49004478667452091079812419327644287540,132
1.2.826.0.1.3680043.8.498.49005440437154385184699101978171432915,251
1.2.826.0.1.3680043.8.498.49013417007808391704935878797390123445,30
1.2.826.0.1.3680043.8.498.49032865104338938698623814034531931980,212
1.2.826.0.1.3680043.8.498.49044214422735542986349697296721253372,1
1.2.826.0.1.3680043.8.498.49068363980670732235004823791428044075,42
1.2.826.0.1.3680043.8.498.49095208584286216617750646728842881486,631
1.2.826.0.1.3680043.8.498.49099048977301511269131610289291460440,66
1.2.826.0.1.3680043.8.498.49121102538534209383575208651267910076,157
1.2.826.0.1.3680043.8.498.49239225308270171668440259306498753137,336
1.2.826.0.1.3680043.8.498.49239475612269189542972753553888234898,305
1.2.826.0.1.3680043.8.498.49265430762971458608920926540397658289,26
1.2.826.0.1.3680043.8.498.49275136096910087630427077095862258070,1
1.2.826.0.1.3680043.8.498.49308451203096270874265898615922688417,422
1.2.826.0.1.3680043.8.498.49338077992165211475360175143891408785,18
1.2.826.0.1.3680043.8.498.49362234668896763844604712484559030122,41
1.2.826.0.1.3680043.8.498.49379476680828872307852527972774760127,108
1.2.826.0.1.3680043.8.498.49397556999277441617891793054458430443,227
1.2.826.0.1.3680043.8.498.49433698646057367235066803789966438189,1023
1.2.826.0.1.3680043.8.498.49451120413022726188515386548863787600,27
1.2.826.0.1.3680043.8.498.49452923197485109307267154799430501491,1
1.2.826.0.1.3680043.8.498.49461465736850084572413912304448362285,118
1.2.826.0.1.3680043.8.498.49490445236032868994106709259362395894,30
1.2.826.0.1.3680043.8.498.49504988543101147636991852267737251575,1
1.2.826.0.1.3680043.8.498.49509739481399167657320484831446935811,240
1.2.826.0.1.3680043.8.498.49537328367992658198778598279394703440,256
1.2.826.0.1.3680043.8.498.49540300059482086682672507453975499348,308
1.2.826.0.1.3680043.8.498.49582199677226918946038148183832863779,624
1.2.826.0.1.3680043.8.498.49611491466484488778795492983693807641,19
1.2.826.0.1.3680043.8.498.49619604382216617899506845670548518840,160
1.2.826.0.1.3680043.8.498.49628117859593196225150487757795905912,171
1.2.826.0.1.3680043.8.498.49640034080479598432819242165479450624,276
1.2.826.0.1.3680043.8.498.49640345168968922611291772802640560828,19
1.2.826.0.1.3680043.8.498.49645675920301584846008155523820732355,1
1.2.826.0.1.3680043.8.498.49648843991004688662217090782901847603,30
1.2.826.0.1.3680043.8.498.49672398100697832208944634471809461961,1
1.2.826.0.1.3680043.8.498.49681300887252333468000175475232676538,692
1.2.826.0.1.3680043.8.498.49718418682238683779854914910561017368,211
1.2.826.0.1.3680043.8.498.49773942367768063243833970007722046062,96
1.2.826.0.1.3680043.8.498.49854584464326071719746811566734477220,1
1.2.826.0.1.3680043.8.498.49865414655195965896253210142787297379,229
1.2.826.0.1.3680043.8.498.49872638126162163363292430569377506149,751
1.2.826.0.1.3680043.8.498.49935297157065640469123797956796798349,53
1.2.826.0.1.3680043.8.498.49959589018370440463410574370662060203,33
1.2.826.0.1.3680043.8.498.49963784987871272500803250969794003049,32
1.2.826.0.1.3680043.8.498.49984828103378009230905155742389416540,258
1.2.826.0.1.3680043.8.498.50016492083113061098825254919740851538,45
1.2.826.0.1.3680043.8.498.50051111956698294180533821905225603898,25
1.2.826.0.1.3680043.8.498.50051695678387299040021125169111739593,304
1.2.826.0.1.3680043.8.498.50074230080723551004767443586290080443,223
1.2.826.0.1.3680043.8.498.50154136671580909650393447246092466604,120
1.2.826.0.1.3680043.8.498.50166898777379565649712140450879653239,1
1.2.826.0.1.3680043.8.498.50167655280463461769279537254187383951,120
1.2.826.0.1.3680043.8.498.50205946175196486542095862022700539016,315
1.2.826.0.1.3680043.8.498.50225492481619106877061615742941299469,267
1.2.826.0.1.3680043.8.498.50241233088534910114736887318508484246,156
1.2.826.0.1.3680043.8.498.50268462808449401128173812870329002342,289
1.2.826.0.1.3680043.8.498.50272416044617894090408082094571568492,242
1.2.826.0.1.3680043.8.498.50275403170194436966991630938339966596,21
1.2.826.0.1.3680043.8.498.50303765747821712332633248610590805596,288
1.2.826.0.1.3680043.8.498.50337481571198537291354578460108484771,107
1.2.826.0.1.3680043.8.498.50356388562084119803933247891617478391,224
1.2.826.0.1.3680043.8.498.50367151893518599952877417222481321862,36
1.2.826.0.1.3680043.8.498.50369188120242587742908379292729868174,242
1.2.826.0.1.3680043.8.498.50409600257139846623624942697739985248,801
1.2.826.0.1.3680043.8.498.50427991551664043439539783819509113454,718
1.2.826.0.1.3680043.8.498.50438733453936098993052404325882398246,323
1.2.826.0.1.3680043.8.498.50462346896825686194809696037436442493,61
1.2.826.0.1.3680043.8.498.50481527971425004559362412509388284893,149
1.2.826.0.1.3680043.8.498.50510103921694217133339169667706172344,26
1.2.826.0.1.3680043.8.498.50566332014953466584692099043799742978,372
1.2.826.0.1.3680043.8.498.50580554746454806587363776357574388075,22
1.2.826.0.1.3680043.8.498.50612664347266379145017923067264746402,45
1.2.826.0.1.3680043.8.498.50619767086356978972818620076395463477,563
1.2.826.0.1.3680043.8.498.50668879928342593291812487079769153076,1
1.2.826.0.1.3680043.8.498.50690322640668331605357654768665945904,95
1.2.826.0.1.3680043.8.498.50696049562366523710927376328101202825,524
1.2.826.0.1.3680043.8.498.50814405994661807507087457047839473681,192
1.2.826.0.1.3680043.8.498.50825977240435932604141124564829436735,204
1.2.826.0.1.3680043.8.498.50916621085656781540278427064467759139,1
1.2.826.0.1.3680043.8.498.50934955190726389766661915185227734030,32
1.2.826.0.1.3680043.8.498.50989599519932440251955967617492150173,188
1.2.826.0.1.3680043.8.498.51095127883872318523446762616871229868,646
1.2.826.0.1.3680043.8.498.51160089769175674198534057572513396087,878
1.2.826.0.1.3680043.8.498.51169212585217283306498022130135877866,64
1.2.826.0.1.3680043.8.498.51189450771202397599016789047583525882,188
1.2.826.0.1.3680043.8.498.51193829673329048539405684056707819592,188
1.2.826.0.1.3680043.8.498.51199789448300096944629730737549542562,40
1.2.826.0.1.3680043.8.498.51207908140044120496769348799607805409,716
1.2.826.0.1.3680043.8.498.51249992500610276897042854660773104732,243
1.2.826.0.1.3680043.8.498.51253698117205284732925360911839159589,563
1.2.826.0.1.3680043.8.498.51269479583249484688738928853264822732,537
1.2.826.0.1.3680043.8.498.51312231591844810971021970472572072134,897
1.2.826.0.1.3680043.8.498.51348218762524412674260133592510642248,412
1.2.826.0.1.3680043.8.498.51390554904758213032957793228713956294,322
1.2.826.0.1.3680043.8.498.51443014477247944523402958716070131562,581
1.2.826.0.1.3680043.8.498.51470126622161943121061542413304521619,31
1.2.826.0.1.3680043.8.498.51474194030336986501047708090576697409,237
1.2.826.0.1.3680043.8.498.51486084631657551343813904262836425325,130
1.2.826.0.1.3680043.8.498.51607560131782968782390517518922802437,82
1.2.826.0.1.3680043.8.498.51620769019606721373805007252282603831,52
1.2.826.0.1.3680043.8.498.51622072109491849550446237355180890093,900
1.2.826.0.1.3680043.8.498.51625216190767830216267497175062052859,892
1.2.826.0.1.3680043.8.498.51642840490219841170655162282831306062,299
1.2.826.0.1.3680043.8.498.51669832452690985492828164417107945310,142
1.2.826.0.1.3680043.8.498.51726765738780514986678419415232251750,377
1.2.826.0.1.3680043.8.498.51740110475903888883881706379039881901,1207
1.2.826.0.1.3680043.8.498.51815987150735234512247344444606372462,117
1.2.826.0.1.3680043.8.498.51865540575543192310817740740092672079,234
1.2.826.0.1.3680043.8.498.51869532198349392111542104445367921270,747
1.2.826.0.1.3680043.8.498.51878595872147746685882639731326025839,261
1.2.826.0.1.3680043.8.498.51916366869443191457252790682305311171,834
1.2.826.0.1.3680043.8.498.51921335259739989999579358948587022547,1
1.2.826.0.1.3680043.8.498.51923383995183466528881495504146352558,620
1.2.826.0.1.3680043.8.498.51971238650534415071698419937445648659,184
1.2.826.0.1.3680043.8.498.52007313835522899300710004388137134602,184
1.2.826.0.1.3680043.8.498.52039673397972560841614084914467414524,140
1.2.826.0.1.3680043.8.498.52065515567444139893550680752367780735,501
1.2.826.0.1.3680043.8.498.52171927658441410634651008396074630846,136
1.2.826.0.1.3680043.8.498.52272714857855455196091494088113226518,580
1.2.826.0.1.3680043.8.498.52317562110430927604904748234582114854,45
1.2.826.0.1.3680043.8.498.52361434105045863878485274070307125573,140
1.2.826.0.1.3680043.8.498.52363954882447190271251269039176558430,60
1.2.826.0.1.3680043.8.498.52383162192790937317545375493046194753,160
1.2.826.0.1.3680043.8.498.52386861181524159972637459067063223659,786
1.2.826.0.1.3680043.8.498.52438695725125918336464720977983698319,240
1.2.826.0.1.3680043.8.498.52461007819633455088200658722259047947,40
1.2.826.0.1.3680043.8.498.52524639115355387664045096288385299391,26
1.2.826.0.1.3680043.8.498.52544406304586535646170429239628642380,1207
1.2.826.0.1.3680043.8.498.52560317428327086016299762631751016328,139
1.2.826.0.1.3680043.8.498.52674718157342644000121959534603953546,493
1.2.826.0.1.3680043.8.498.52719777684878626607756603287626238330,45
1.2.826.0.1.3680043.8.498.52743250257981808315549480384122614395,87
1.2.826.0.1.3680043.8.498.52743745937392323133868999625983973825,266
1.2.826.0.1.3680043.8.498.52814086872371141704447585764783792733,583
1.2.826.0.1.3680043.8.498.52955365444529532924845458080934418563,251
1.2.826.0.1.3680043.8.498.52986627768701932960215975785314729018,124
1.2.826.0.1.3680043.8.498.52989315191546311623536887181956752846,323
1.2.826.0.1.3680043.8.498.53058971533221783604066024764324583556,529
1.2.826.0.1.3680043.8.498.53104352447810651776840045554881882712,134
1.2.826.0.1.3680043.8.498.53112966635891508417639302330409482731,191
1.2.826.0.1.3680043.8.498.53159741447707432641561270985991291343,120
1.2.826.0.1.3680043.8.498.53243355673153610518369987372478744648,96
1.2.826.0.1.3680043.8.498.53260135927311502791330894194506122343,285
1.2.826.0.1.3680043.8.498.53290841837386185679282334712798764830,31
1.2.826.0.1.3680043.8.498.53319371600381192363398968317110000508,19
1.2.826.0.1.3680043.8.498.53330781707385844603919763705638188739,142
1.2.826.0.1.3680043.8.498.53343645786532823622629234490666074544,212
1.2.826.0.1.3680043.8.498.53378195112495596073935228695315560749,1
1.2.826.0.1.3680043.8.498.53472019898161389557181966376378298663,601
1.2.826.0.1.3680043.8.498.53513539721390579691008923362820898543,50
1.2.826.0.1.3680043.8.498.53533522075065252331359780395989472596,231
1.2.826.0.1.3680043.8.498.53573089697219772119994230159413715556,41
1.2.826.0.1.3680043.8.498.53585367805085794025102398294094246416,1
1.2.826.0.1.3680043.8.498.53595292699181877515676575292990295770,205
1.2.826.0.1.3680043.8.498.53617618527307139745820878812905512441,188
1.2.826.0.1.3680043.8.498.53643461361406124561701952509995596187,481
1.2.826.0.1.3680043.8.498.53645916423778801667798318612854916134,310
1.2.826.0.1.3680043.8.498.53690448115873726559407165981453089138,121
1.2.826.0.1.3680043.8.498.53707916356215393168758031831951155499,68
1.2.826.0.1.3680043.8.498.53711386915378561220312052080859271851,1
1.2.826.0.1.3680043.8.498.53713028846939619414399725027946568503,33
1.2.826.0.1.3680043.8.498.53765828347047740949708716217765934756,561
1.2.826.0.1.3680043.8.498.53795941249420175926651113306397642279,240
1.2.826.0.1.3680043.8.498.53799256841465657116586477736792607101,41
1.2.826.0.1.3680043.8.498.53827456816175352316609318569073161797,120
1.2.826.0.1.3680043.8.498.53854508078252018205727461548006802006,291
1.2.826.0.1.3680043.8.498.53861740050010192705434608017335492908,621
1.2.826.0.1.3680043.8.498.53863103480136362800851232400573105038,22
1.2.826.0.1.3680043.8.498.53901203212732811892702239112353256979,383
